Player Name,Map Name,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team Name,Map #,Stage,Series
d4v41,Sunset,"[6, 12]",[8],[],[15],[],[],[],[],[],72,0,1,PRX,3,Group Stage,Winner's (C)
something,Sunset,"[9, 10, 17, 20]",[],[4],[],[],[],[],[],[],88,5,2,PRX,3,Group Stage,Winner's (C)
yay,Sunset,"[15, 17]",[10],[],[],[],[],[],[],[],63,1,0,BLD,1,Group Stage,Elimination (A)
crazyguy,Sunset,"[12, 16]",[],[],[],[],[],[],[],[],38,0,1,BLD,1,Group Stage,Elimination (A)
Egoist,Sunset,"[2, 19]",[],[7],[],[],[],[],[],[],47,4,1,BLD,1,Group Stage,Elimination (A)
sScary,Sunset,"[8, 21]",[15],[],[],[],[],[],[],[],58,4,0,BLD,1,Group Stage,Elimination (A)
Deryeon,Sunset,"[1, 3, 8, 9, 20]",[12],[],[],[],[],[],[],[],59,0,0,BLD,1,Group Stage,Elimination (A)
Russ,Sunset,[2],[18],[],[],[],[],[],[],[],36,7,1,GE,1,Group Stage,Elimination (A)
blaZek1ng,Sunset,"[1, 2, 4, 5, 14, 22]","[6, 13, 16]",[],[],[],[16],[],[],[],72,1,2,GE,1,Group Stage,Elimination (A)
Polvi,Sunset,"[6, 12, 17]",[11],[],[],[],[],[],[],[],51,1,1,GE,1,Group Stage,Elimination (A)
Lightningfast,Sunset,"[14, 18]",[],[],[],[],[],[],[],[],33,0,0,GE,1,Group Stage,Elimination (A)
Benkai,Sunset,"[8, 9, 22]",[],[],[],[],[],[],[],[],47,0,1,GE,1,Group Stage,Elimination (A)
yay,Icebox,"[13, 16, 20]",[21],[],[],[],[],[],[],[],61,0,0,BLD,2,Group Stage,Elimination (A)
crazyguy,Icebox,"[1, 10, 11, 14, 20]",[],[],[],[],[],[],[],[],59,1,1,BLD,2,Group Stage,Elimination (A)
Egoist,Icebox,"[3, 16, 17, 19]",[5],[],[],[],[],[],[],[],68,0,0,BLD,2,Group Stage,Elimination (A)
sScary,Icebox,"[6, 23]",[],[],[],"[17, 23]",[17],[],[],[],63,2,1,BLD,2,Group Stage,Elimination (A)
Deryeon,Icebox,"[9, 13]",[],[15],[],[],[15],[],[],[],63,6,1,BLD,2,Group Stage,Elimination (A)
Russ,Icebox,"[3, 6, 10, 15]",[8],[],[],[],[],[],[],[],62,7,1,GE,2,Group Stage,Elimination (A)
blaZek1ng,Icebox,[22],"[2, 10]",[],[],[],[],[],[],[],53,0,0,GE,2,Group Stage,Elimination (A)
Polvi,Icebox,"[2, 12, 21]",[],[],[],[],[],[],[],[],40,1,0,GE,2,Group Stage,Elimination (A)
Lightningfast,Icebox,"[11, 12]",[],[],[],[],[],[],[],[],40,1,1,GE,2,Group Stage,Elimination (A)
Benkai,Icebox,"[3, 5, 23]",[17],[],[],[],[],[],[],[],50,1,0,GE,2,Group Stage,Elimination (A)
yay,Split,[],[16],[],[],[],[],[],[],[],19,3,0,BLD,3,Group Stage,Elimination (A)
crazyguy,Split,[17],[],[],[],[],[],[],[],[],30,2,0,BLD,3,Group Stage,Elimination (A)
Egoist,Split,"[1, 4, 7, 9, 11, 12, 15, 18, 23]",[],[],[],[18],"[9, 11]",[],[],[],80,1,3,BLD,3,Group Stage,Elimination (A)
sScary,Split,[5],[11],[],[],[],[],[],[],[],40,1,0,BLD,3,Group Stage,Elimination (A)
Deryeon,Split,"[9, 14, 18, 23]","[3, 13]",[],[],[],[],[],[],[],60,0,0,BLD,3,Group Stage,Elimination (A)
Russ,Split,"[7, 15]",[],[],[],[5],[7],[],[],[],43,4,0,GE,3,Group Stage,Elimination (A)
blaZek1ng,Split,"[1, 13, 16]","[2, 22]",[],[],[],[],[],[],[],52,4,0,GE,3,Group Stage,Elimination (A)
Polvi,Split,"[12, 22]","[5, 18]",[],[],[],[],[],[],[],57,1,0,GE,3,Group Stage,Elimination (A)
Lightningfast,Split,"[4, 8, 10]",[],[],[],[],[],[],[],[],45,1,0,GE,3,Group Stage,Elimination (A)
Benkai,Split,"[1, 8, 11]",[9],"[20, 24]",[],[],[],[],[],[],77,0,0,GE,3,Group Stage,Elimination (A)
Rossy,Ascent,"[4, 15, 17]",[24],[],[],[],[],[],[],[],51,2,1,T1,1,Group Stage,Winner's (A)
Sayaplayer,Ascent,"[6, 9, 12, 16, 18, 19]",[],[],[],[],[],[],[],[],56,0,0,T1,1,Group Stage,Winner's (A)
xccurate,Ascent,"[3, 7, 12, 17]",[11],[],[],[],[],[],[],[],47,0,0,T1,1,Group Stage,Winner's (A)
iZu,Ascent,"[7, 15]","[4, 19]",[],[],[],[],[],[],[],50,0,0,T1,1,Group Stage,Winner's (A)
Carpe,Ascent,[14],[],[],[],[],[],[],[],[],29,4,0,T1,1,Group Stage,Winner's (A)
Dep,Ascent,"[16, 22]","[13, 20]",[2],[],[],[],[],[],[],51,0,1,ZETA,1,Group Stage,Winner's (A)
Laz,Ascent,"[11, 17, 24]","[4, 23]",[],[],"[5, 9]",[],[],[],[],70,3,0,ZETA,1,Group Stage,Winner's (A)
SugarZ3ro,Ascent,"[1, 5, 6, 8, 9, 13, 18]",[],[],[],[],[],[],[],[],56,0,1,ZETA,1,Group Stage,Winner's (A)
hiroronn,Ascent,"[1, 10, 12, 21]",[],[],[],[],[],[],[],[],46,5,0,ZETA,1,Group Stage,Winner's (A)
yuran,Ascent,"[6, 10, 19]",[22],[],[],[],[],[],[],[],56,0,0,ZETA,1,Group Stage,Winner's (A)
Rossy,Lotus,"[3, 5, 11, 13]",[12],[],[],[11],[16],[],[],[],66,0,1,T1,2,Group Stage,Winner's (A)
Sayaplayer,Lotus,[4],[14],[16],[],[],[],[],[],[],52,1,0,T1,2,Group Stage,Winner's (A)
xccurate,Lotus,"[6, 13, 14, 15, 17]","[3, 5, 9]",[],[],[],[],[],[],[],80,0,0,T1,2,Group Stage,Winner's (A)
iZu,Lotus,"[9, 10, 17]",[2],[],[],[],[2],[],[],[],64,1,0,T1,2,Group Stage,Winner's (A)
Carpe,Lotus,"[7, 12]",[],[],[],[],[],[],[],[],51,2,1,T1,2,Group Stage,Winner's (A)
Dep,Lotus,"[8, 10, 15, 17]",[],[],[],[15],[],[],[],[],52,0,1,ZETA,2,Group Stage,Winner's (A)
Laz,Lotus,"[11, 15, 16]",[],[],[],[],[],[],[],[],60,1,0,ZETA,2,Group Stage,Winner's (A)
SugarZ3ro,Lotus,"[1, 2]",[],[],[],[],[],[],[],[],38,1,0,ZETA,2,Group Stage,Winner's (A)
hiroronn,Lotus,[],[1],[],[],[],[],[],[],[],29,3,0,ZETA,2,Group Stage,Winner's (A)
yuran,Lotus,[10],[],[],[],[],[],[],[],[],26,0,0,ZETA,2,Group Stage,Winner's (A)
Rossy,Sunset,[18],[2],[],[],"[7, 20]",[],[],[],[],35,0,2,T1,3,Group Stage,Winner's (A)
Sayaplayer,Sunset,"[7, 11, 17]",[6],[],[],[10],[],[],[],[],77,0,2,T1,3,Group Stage,Winner's (A)
xccurate,Sunset,[10],[],"[1, 16]",[],[],[],[],[],[],63,0,0,T1,3,Group Stage,Winner's (A)
iZu,Sunset,"[8, 9, 10, 18]",[],[],[],[],[],[],[],[],44,2,0,T1,3,Group Stage,Winner's (A)
Carpe,Sunset,"[6, 9, 15]",[],[20],[],[15],[],[],[],[],57,3,0,T1,3,Group Stage,Winner's (A)
Dep,Sunset,"[14, 18, 20]","[3, 19]",[],[],[],[],[],[],[],64,0,0,ZETA,3,Group Stage,Winner's (A)
Laz,Sunset,[],[7],[],[],[],[],[],[],[],30,1,0,ZETA,3,Group Stage,Winner's (A)
SugarZ3ro,Sunset,"[5, 14]","[10, 15]",[],[],[],[],[],[],[],41,2,0,ZETA,3,Group Stage,Winner's (A)
hiroronn,Sunset,"[4, 5]","[11, 13]",[],[],[],[],[11],[],[],53,5,0,ZETA,3,Group Stage,Winner's (A)
yuran,Sunset,[12],[],[],[],[],[],[],[],[],40,0,0,ZETA,3,Group Stage,Winner's (A)
Medusa,Lotus,"[9, 20]",[],[],[],[],[],[],[],[],58,0,0,DFM,1,Group Stage,Elimination (B)
neth,Lotus,[1],[],[],[],[],[],[],[],[],66,1,0,DFM,1,Group Stage,Elimination (B)
Meiy,Lotus,"[3, 4, 9, 10]","[13, 15, 16]",[],[],[],[],[16],[],[],61,0,0,DFM,1,Group Stage,Elimination (B)
Anthem,Lotus,[17],[],[],[],[],[],[],[],[],33,2,0,DFM,1,Group Stage,Elimination (B)
SSeeS,Lotus,[10],[12],[],[],[],[12],[],[],[],46,2,1,DFM,1,Group Stage,Elimination (B)
BORKUM,Lotus,"[2, 5, 7, 8]",[],[],[],[],[],[],[],[],43,1,0,TS,1,Group Stage,Elimination (B)
JessieVash,Lotus,[20],[19],[],[],[],[],[],[],[],35,6,0,TS,1,Group Stage,Elimination (B)
Jremy,Lotus,"[1, 4]",[14],[13],[],[13],[1],[],[],[],62,0,1,TS,1,Group Stage,Elimination (B)
invy,Lotus,[3],"[6, 16]",[],[],[],[],[],[],[],43,1,0,TS,1,Group Stage,Elimination (B)
NDG,Lotus,"[4, 8, 11, 12]",[3],[],[],[],[],[],[],[],80,2,0,TS,1,Group Stage,Elimination (B)
Medusa,Breeze,"[10, 14, 18, 19, 21]",[],[],[],[],[],[],[],[],51,0,0,DFM,2,Group Stage,Elimination (B)
neth,Breeze,"[11, 13, 20]",[6],[],[],[],[],[],[],[],40,3,0,DFM,2,Group Stage,Elimination (B)
Meiy,Breeze,"[4, 11, 14, 20]",[19],[],[],[],[],[],[],[],52,1,2,DFM,2,Group Stage,Elimination (B)
Anthem,Breeze,"[2, 13]",[],[],[],[],[],[],[],[],43,2,0,DFM,2,Group Stage,Elimination (B)
SSeeS,Breeze,"[1, 4, 15]",[],[7],[],[],"[7, 15]",[],[],[],51,1,1,DFM,2,Group Stage,Elimination (B)
BORKUM,Breeze,"[5, 18, 20]",[3],[],[],[],[],[],[],[],57,3,0,TS,2,Group Stage,Elimination (B)
JessieVash,Breeze,[],"[8, 12]",[],[],"[4, 18]",[],[],[],[],56,4,1,TS,2,Group Stage,Elimination (B)
Jremy,Breeze,"[15, 18, 22, 24]","[6, 16, 17]",[],[],[],[],[],[],[],61,0,0,TS,2,Group Stage,Elimination (B)
invy,Breeze,"[5, 13, 23]",[],[],[],[],[],[],[],[],47,2,0,TS,2,Group Stage,Elimination (B)
NDG,Breeze,"[9, 10]",[24],[],[],[6],[],[],[],[],44,0,1,TS,2,Group Stage,Elimination (B)
stax,Split,"[2, 3, 9, 11, 19, 23]",[17],[],[],[],[],[],[],[],64,7,0,DRX,1,Group Stage,Winner's (B)
BuZz,Split,[9],[5],[],[],[],[],[],[],[],51,0,0,DRX,1,Group Stage,Winner's (B)
MaKo,Split,"[10, 18, 19]",[14],[],[],[18],[],[],[],[],55,3,1,DRX,1,Group Stage,Winner's (B)
Foxy9,Split,"[4, 10, 11, 23]",[],[1],[],[],[],[],[],[],55,0,0,DRX,1,Group Stage,Winner's (B)
Flashback,Split,"[6, 21]",[12],[],[],[],[],[],[],[],55,0,0,DRX,1,Group Stage,Winner's (B)
Crws,Split,[18],[],[],[],[],[],[],[],[],41,2,0,TLN,1,Group Stage,Winner's (B)
Governor,Split,"[4, 8, 11, 23]",[],[],[],[],[],[],[],[],57,0,0,TLN,1,Group Stage,Winner's (B)
ban,Split,"[5, 16, 20]",[],[],[],[],[],[],[],[],38,0,0,TLN,1,Group Stage,Winner's (B)
lenne,Split,[],[],[],[],[],[],[],[],[],35,4,0,TLN,1,Group Stage,Winner's (B)
JitBoyS,Split,"[13, 14, 21, 22]",[7],[10],[],"[4, 14]",[],[],[10],[],76,1,2,TLN,1,Group Stage,Winner's (B)
stax,Ascent,[7],[],[],[],[],[],[],[],[],33,2,1,DRX,2,Group Stage,Winner's (B)
BuZz,Ascent,"[1, 10, 11, 17, 19]",[],[],[],[],[],[],[],[],77,1,0,DRX,2,Group Stage,Winner's (B)
MaKo,Ascent,[20],[],[],[],[],[],[],[],[],69,0,0,DRX,2,Group Stage,Winner's (B)
Foxy9,Ascent,"[1, 10, 20]",[15],[],[],[],[],[],[],[],65,5,0,DRX,2,Group Stage,Winner's (B)
Flashback,Ascent,"[2, 11, 12, 21]","[16, 18]",[],[],[],[],[],[],[],71,0,0,DRX,2,Group Stage,Winner's (B)
Crws,Ascent,"[5, 8, 14, 19]",[],[],[],[],[],[],[],[],42,1,0,TLN,2,Group Stage,Winner's (B)
Governor,Ascent,"[3, 6]",[],[9],[],[],[],[],[],[],33,0,0,TLN,2,Group Stage,Winner's (B)
ban,Ascent,"[5, 13]",[10],[],[],[],[],[],[],[],34,1,0,TLN,2,Group Stage,Winner's (B)
lenne,Ascent,"[7, 13]",[],[],[],[],[],[],[],[],40,3,1,TLN,2,Group Stage,Winner's (B)
JitBoyS,Ascent,"[1, 3, 20]","[4, 8]",[],[],[],[],[],[],[],53,0,0,TLN,2,Group Stage,Winner's (B)
Lakia,Lotus,"[12, 13]",[20],[],[],[1],[4],[],[],[],42,4,1,GEN,1,Group Stage,Decider (C)
Munchkin,Lotus,[2],[],[15],[],[],[],[],[],[],45,0,0,GEN,1,Group Stage,Decider (C)
t3xture,Lotus,[16],"[10, 18]",[],[],[],[],[],[],[],52,3,2,GEN,1,Group Stage,Decider (C)
Meteor,Lotus,"[1, 7, 10, 14]",[17],[],[],[],[],[],[],[],65,0,1,GEN,1,Group Stage,Decider (C)
Karon,Lotus,"[1, 16]","[3, 19]",[],[],[],[],[],[],[],67,1,0,GEN,1,Group Stage,Decider (C)
xffero,Lotus,"[5, 6, 12]",[9],[],[],[12],[],[],[],[],43,2,1,RRQ,1,Group Stage,Decider (C)
fl1pzjder,Lotus,"[1, 4, 6, 7]",[],[],[],[],[],[],[],[],40,1,2,RRQ,1,Group Stage,Decider (C)
Lmemore,Lotus,[11],[7],[],[],[],[],[],[],[],46,0,0,RRQ,1,Group Stage,Decider (C)
Jemkin,Lotus,"[5, 12, 13, 16]","[8, 11]",[],[],[],[],[],[],[],76,0,0,RRQ,1,Group Stage,Decider (C)
Estrella,Lotus,"[4, 8, 20]",[],[],[],[],[],[],[],[],32,1,0,RRQ,1,Group Stage,Decider (C)
Lakia,Breeze,"[17, 18, 20]",[],[],[],[12],[],[],[],[],50,3,1,GEN,2,Group Stage,Decider (C)
Munchkin,Breeze,[6],[19],[],[],[],[],[],[],[],53,4,0,GEN,2,Group Stage,Decider (C)
t3xture,Breeze,"[1, 3, 6, 18, 20, 21, 22]",[11],[],[],[],[],[],[],[],71,1,1,GEN,2,Group Stage,Decider (C)
Meteor,Breeze,"[7, 11, 15]",[],[16],[],"[6, 15]",[],[],[],[],53,1,0,GEN,2,Group Stage,Decider (C)
Karon,Breeze,[12],[13],[],[],[],[],[],[],[],46,0,0,GEN,2,Group Stage,Decider (C)
xffero,Breeze,"[1, 13, 23]",[19],[],[],[],"[11, 19]",[],[],[],68,6,1,RRQ,2,Group Stage,Decider (C)
fl1pzjder,Breeze,[7],[],[],[],[],[],[],[],[],24,0,0,RRQ,2,Group Stage,Decider (C)
Lmemore,Breeze,"[2, 8, 10, 11]",[],[],[],[],[],[],[],[],39,1,0,RRQ,2,Group Stage,Decider (C)
Jemkin,Breeze,"[1, 6, 9, 22]","[12, 23]",[],[],[],[],[],[],[],70,0,0,RRQ,2,Group Stage,Decider (C)
Estrella,Breeze,"[5, 9, 13]",[7],[14],[],[],[],[],[],[],57,4,1,RRQ,2,Group Stage,Decider (C)
Lakia,Icebox,"[2, 6, 8]","[1, 24]",[],[],[],[],[1],[],[],56,10,0,GEN,3,Group Stage,Decider (C)
Munchkin,Icebox,[20],[4],[],[],[],[],[],[],[],35,0,0,GEN,3,Group Stage,Decider (C)
t3xture,Icebox,"[2, 4, 11, 20, 21]",[22],[10],[],[],[],[],[],[],62,0,0,GEN,3,Group Stage,Decider (C)
Meteor,Icebox,"[5, 11, 16, 21]",[23],[],[],[],[],[],[],[],54,0,1,GEN,3,Group Stage,Decider (C)
Karon,Icebox,"[19, 23]",[13],[],[],[],[],[],[],[],56,0,0,GEN,3,Group Stage,Decider (C)
xffero,Icebox,"[18, 19]",[],[],[],[21],[],[],[],[],42,0,0,RRQ,3,Group Stage,Decider (C)
fl1pzjder,Icebox,[20],"[15, 19]",[],[],[5],[],[19],[],[],44,5,2,RRQ,3,Group Stage,Decider (C)
Lmemore,Icebox,"[17, 18]",[9],[21],[],[],[],[],[],[],52,0,0,RRQ,3,Group Stage,Decider (C)
Jemkin,Icebox,"[1, 4, 13, 17]","[5, 12, 14, 16]",[],[],[],[],[],[],[],65,1,0,RRQ,3,Group Stage,Decider (C)
Estrella,Icebox,[15],[7],[],[],[],[],[],[],[],32,2,0,RRQ,3,Group Stage,Decider (C)
Crws,Breeze,[],[],[],[],[],[],[],[],[],22,0,0,TLN,1,Group Stage,Decider (B)
Governor,Breeze,[],"[3, 13, 14]",[],[],"[3, 13]",[],[],[],[],50,0,2,TLN,1,Group Stage,Decider (B)
ban,Breeze,"[7, 14, 17, 19]",[16],[],[],[],[16],[],[],[],48,0,1,TLN,1,Group Stage,Decider (B)
lenne,Breeze,[5],[],[],[],[],[],[],[],[],35,6,0,TLN,1,Group Stage,Decider (B)
JitBoyS,Breeze,"[5, 20, 21]",[],[],[12],[5],[],[12],[],[],70,2,0,TLN,1,Group Stage,Decider (B)
BORKUM,Breeze,"[2, 5, 6, 9]",[3],[8],[],[],[],[],[],[],74,0,0,TS,1,Group Stage,Decider (B)
JessieVash,Breeze,"[10, 17, 18]",[],[],[],[],[],[],[],[],50,4,1,TS,1,Group Stage,Decider (B)
Jremy,Breeze,"[1, 21]","[11, 13]",[],[],[],[],[],[],[],77,1,2,TS,1,Group Stage,Decider (B)
invy,Breeze,"[4, 9, 10, 18, 21]",[15],[],[],[],[],[],[],[],65,1,1,TS,1,Group Stage,Decider (B)
NDG,Breeze,"[11, 16, 20]",[17],[],[],[17],[],[],[],[],57,2,0,TS,1,Group Stage,Decider (B)
Crws,Ascent,[8],[],[],[],[],[],[],[],[],33,6,0,TLN,2,Group Stage,Decider (B)
Governor,Ascent,"[2, 4, 16]",[],[],[],[],[],[],[],[],46,0,0,TLN,2,Group Stage,Decider (B)
ban,Ascent,"[7, 18]",[10],[],[],[],[],[],[],[],49,1,0,TLN,2,Group Stage,Decider (B)
lenne,Ascent,"[6, 15]",[],[],[],[1],[],[],[],[],45,1,0,TLN,2,Group Stage,Decider (B)
JitBoyS,Ascent,"[2, 8]",[],[],[11],[8],[],[],[],[],64,0,0,TLN,2,Group Stage,Decider (B)
BORKUM,Ascent,"[9, 14]",[],[],[],[],[],[],[],[],44,0,0,TS,2,Group Stage,Decider (B)
JessieVash,Ascent,"[5, 16, 19]",[],[],[],"[15, 16]",[],[],[],[],54,2,1,TS,2,Group Stage,Decider (B)
Jremy,Ascent,"[4, 17]","[15, 20]",[],[],[],[],[],[],[],49,0,0,TS,2,Group Stage,Decider (B)
invy,Ascent,"[1, 3, 5, 12, 19]","[13, 14, 17]",[],[],[],[],[],[],[],88,3,0,TS,2,Group Stage,Decider (B)
NDG,Ascent,[8],[],[],[],[],[],[],[],[],63,1,1,TS,2,Group Stage,Decider (B)
Dep,Bind,"[2, 7, 9, 10, 13, 17, 20]","[5, 21]",[],[],[],[],[],[],[],93,0,2,ZETA,1,Group Stage,Decider (A)
Laz,Bind,"[10, 17, 19]",[20],[],[],[],[],[],[],[],60,0,0,ZETA,1,Group Stage,Decider (A)
SugarZ3ro,Bind,[],[3],[],[],[],[],[],[],[],32,0,0,ZETA,1,Group Stage,Decider (A)
hiroronn,Bind,"[4, 8, 16]","[1, 6]",[],[],[],[],[],[],[],59,6,1,ZETA,1,Group Stage,Decider (A)
yuran,Bind,[4],[],"[11, 18]",[],[],[],[],[],[],68,0,1,ZETA,1,Group Stage,Decider (A)
Russ,Bind,[],[],[14],[],[],[],[],[],[],30,0,0,GE,1,Group Stage,Decider (A)
blaZek1ng,Bind,[15],[],[],[],[],[18],[],[],[],49,7,1,GE,1,Group Stage,Decider (A)
Polvi,Bind,"[7, 11, 18]",[],[],[],[],[],[],[],[],46,1,0,GE,1,Group Stage,Decider (A)
Lightningfast,Bind,"[1, 4, 7]",[],[],[],[11],[],[],[],[],49,0,0,GE,1,Group Stage,Decider (A)
Benkai,Bind,[12],[13],[],[],[],[13],[],[],[],22,0,0,GE,1,Group Stage,Decider (A)
Dep,Lotus,"[1, 2, 3, 4, 8, 10, 12]",[6],[],[],[],[],[],[],[],65,1,1,ZETA,2,Group Stage,Decider (A)
Laz,Lotus,"[5, 8, 13, 14, 16]",[],[],[],[],[],[],[],[],66,0,1,ZETA,2,Group Stage,Decider (A)
SugarZ3ro,Lotus,"[7, 14]",[],[],[],[2],[],[],[],[],35,1,0,ZETA,2,Group Stage,Decider (A)
hiroronn,Lotus,[15],[],[],[],[],[],[],[],[],59,9,0,ZETA,2,Group Stage,Decider (A)
yuran,Lotus,"[5, 15]","[1, 16]",[],[],[],[],[],[],[],67,0,1,ZETA,2,Group Stage,Decider (A)
Russ,Lotus,"[2, 7, 13]",[],[],[],[],[],[],[],[],46,2,1,GE,2,Group Stage,Decider (A)
blaZek1ng,Lotus,[12],[],[],[],[],[],[],[],[],56,0,0,GE,2,Group Stage,Decider (A)
Polvi,Lotus,[4],[],[9],[],[],[],[],[],[],32,1,1,GE,2,Group Stage,Decider (A)
Lightningfast,Lotus,[11],[],[],[],[],[],[],[],[],26,0,0,GE,2,Group Stage,Decider (A)
Benkai,Lotus,[14],"[5, 12]",[],[],[],[],[],[],[],62,0,0,GE,2,Group Stage,Decider (A)
BORKUM,Breeze,"[3, 15]",[],[],[],[],[],[],[],[],43,1,0,TS,1,Play-Ins,Play-ins
JessieVash,Breeze,"[8, 13, 14, 16, 17]",[10],[],[],[],[],[],[],[],68,1,1,TS,1,Play-Ins,Play-ins
Jremy,Breeze,"[1, 2, 4, 6, 8, 18]",[11],[],[],[],[],[],[],[],71,0,0,TS,1,Play-Ins,Play-ins
invy,Breeze,"[2, 6, 9, 14, 18]",[3],[],[],[],[],[],[],[],85,4,0,TS,1,Play-Ins,Play-ins
NDG,Breeze,[15],[],[7],[],[],[],[],[],[],55,0,1,TS,1,Play-Ins,Play-ins
Lakia,Breeze,[8],[],[],[],[],[],[],[],[],46,3,1,GEN,1,Play-Ins,Play-ins
Munchkin,Breeze,"[1, 5]",[9],[],[],[],[],[],[],[],47,0,0,GEN,1,Play-Ins,Play-ins
t3xture,Breeze,"[7, 12]",[1],[],[],[],[],[],[],[],40,0,0,GEN,1,Play-Ins,Play-ins
Meteor,Breeze,"[3, 5, 17]",[],[],[],[],[],[],[],[],38,0,0,GEN,1,Play-Ins,Play-ins
Karon,Breeze,[15],[],[],[],[],[],[],[],[],40,2,0,GEN,1,Play-Ins,Play-ins
BORKUM,Lotus,[9],[],[2],[],[],[],[],[],[],27,2,0,TS,2,Play-Ins,Play-ins
JessieVash,Lotus,"[4, 5, 10, 17, 21]",[],[],[],[],[],[],[],[],56,3,0,TS,2,Play-Ins,Play-ins
Jremy,Lotus,"[1, 6, 9, 14]","[3, 19]",[],[],[],[],[],[],[],63,1,0,TS,2,Play-Ins,Play-ins
invy,Lotus,"[1, 5, 8, 11, 15, 20]",[],[],[],[],[],[],[],[],72,1,0,TS,2,Play-Ins,Play-ins
NDG,Lotus,[22],[11],[],[],[11],[],[],[],[],47,1,1,TS,2,Play-Ins,Play-ins
Lakia,Lotus,"[10, 12]",[],[],[],[],[5],[],[],[],34,2,1,GEN,2,Play-Ins,Play-ins
Munchkin,Lotus,[3],[13],[],[],[19],[],[],[],[],34,2,0,GEN,2,Play-Ins,Play-ins
t3xture,Lotus,"[13, 16, 17, 21, 22]",[],[],[],[],[],[],[],[],54,0,0,GEN,2,Play-Ins,Play-ins
Meteor,Lotus,"[12, 22]","[7, 10, 14, 15, 16]",[],[],[],[],[],[],[],86,1,0,GEN,2,Play-Ins,Play-ins
Karon,Lotus,"[2, 11]",[],[],[],[],[21],[],[],[],34,4,0,GEN,2,Play-Ins,Play-ins
BORKUM,Icebox,"[15, 16, 20, 21]","[13, 26]",[],[],[],[],[],[],[],52,0,0,TS,3,Play-Ins,Play-ins
JessieVash,Icebox,"[16, 20]",[],[],[],[],[],[],[],[],35,3,2,TS,3,Play-Ins,Play-ins
Jremy,Icebox,"[18, 27]",[],[11],[],[],[],[],[],[],42,0,1,TS,3,Play-Ins,Play-ins
invy,Icebox,"[9, 17, 21]","[4, 12]",[],[14],[],[],[],[],[],49,3,1,TS,3,Play-Ins,Play-ins
NDG,Icebox,"[18, 23, 28]","[3, 25]",[],[],[],[3],[],[],[],52,1,1,TS,3,Play-Ins,Play-ins
Lakia,Icebox,"[4, 5, 28]",[],[],[],[28],[],[],[],[],27,7,0,GEN,3,Play-Ins,Play-ins
Munchkin,Icebox,"[1, 12, 15, 23, 24, 28]","[2, 3]",[],[10],[],[23],[],[],[],79,2,1,GEN,3,Play-Ins,Play-ins
t3xture,Icebox,[24],"[6, 8]",[],[],[26],[],[],[],[],40,1,0,GEN,3,Play-Ins,Play-ins
Meteor,Icebox,"[5, 6, 15, 17, 26]",[9],[],[],[],[],[],[],[],56,0,0,GEN,3,Play-Ins,Play-ins
Karon,Icebox,"[1, 7, 26, 27]","[18, 23]",[],[],[],[],[],[],[18],59,0,1,GEN,3,Play-Ins,Play-ins
Dep,Icebox,"[2, 5, 6, 7, 8, 10]",[],[],[],[],[],[],[],[],89,0,0,ZETA,1,Play-Ins,Play-ins
Laz,Icebox,[],[],[],[],[],[],[],[],[],33,0,0,ZETA,1,Play-Ins,Play-ins
SugarZ3ro,Icebox,[11],[],[],[],[],[],[],[],[],40,1,0,ZETA,1,Play-Ins,Play-ins
hiroronn,Icebox,[11],[],[],[],[],[],[],[],[],33,0,0,ZETA,1,Play-Ins,Play-ins
yuran,Icebox,[10],[],[],[],[],[],[],[],[],53,0,1,ZETA,1,Play-Ins,Play-ins
BORKUM,Icebox,"[2, 3, 10]",[8],[],[],[8],[],[],[],[],52,1,0,TS,1,Play-Ins,Play-ins
JessieVash,Icebox,[1],[],[13],[],[],[],[],[],[],55,4,1,TS,1,Play-Ins,Play-ins
Jremy,Icebox,"[2, 4, 5, 9, 12]",[],[],[14],[],[],[],[],[],86,0,0,TS,1,Play-Ins,Play-ins
invy,Icebox,"[6, 11]",[9],[],[],[],[],[],[],[],46,5,0,TS,1,Play-Ins,Play-ins
NDG,Icebox,"[5, 6, 11, 12]",[],[],[],[],[],[],[],[],76,2,0,TS,1,Play-Ins,Play-ins
Dep,Ascent,[7],[19],[],[],[],[],[],[],[],42,1,0,ZETA,2,Play-Ins,Play-ins
Laz,Ascent,"[5, 6, 9]",[],[],[],[],[5],[],[],[],50,2,0,ZETA,2,Play-Ins,Play-ins
SugarZ3ro,Ascent,"[3, 4]","[13, 18]",[],[],[],[],[],[],[],54,1,0,ZETA,2,Play-Ins,Play-ins
hiroronn,Ascent,"[2, 4, 5, 15]",[],[17],[],[4],[],[],[],[],41,2,0,ZETA,2,Play-Ins,Play-ins
yuran,Ascent,[21],[11],[],[],[],[],[],[],[],48,1,0,ZETA,2,Play-Ins,Play-ins
BORKUM,Ascent,[21],"[8, 13]",[],[],[],[13],[],[],[],39,0,0,TS,2,Play-Ins,Play-ins
JessieVash,Ascent,"[1, 4, 9]",[],[],[],[],[],[],[],[],69,2,0,TS,2,Play-Ins,Play-ins
Jremy,Ascent,"[3, 4, 10, 11, 12, 14]",[],[],[],[],[],[],[],[],62,0,0,TS,2,Play-Ins,Play-ins
invy,Ascent,"[2, 10, 15, 19]",[18],[],[],[],[15],[],[],[],74,5,1,TS,2,Play-Ins,Play-ins
