Player Name,Agent Name,R,ACS,K,D,K/D +/–,+/–,ADR,HS%,FK,FK/FD +/–,+/–.1,Team Name,Map Name,Map #,Unique Enum,Stage,Series,winner,rounds,Id
Jemkin,Jett,"1.08
0.88
1.27","262
220
306","25
11
14","

19
9
10

","3
1
2","+6
+2
+4","158
135
182","36%
36%
36%","2
1
1","2
2
0","0
-1
+1",RRQ,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0",11
fl1pzjder,Gekko,"0.89
1.17
0.61","165
246
85","13
10
3","

17
8
9

","4
3
1","-4
+2
-6","110
163
58","19%
11%
44%","1
1
0","1
0
1","0
+1
-1",RRQ,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0",11
xffero,Viper,"0.79
0.97
0.60","161
181
143","13
7
6","

18
8
10

","7
6
1","-5
-1
-4","98
107
88","29%
32%
26%","3
1
2","2
1
1","+1
0
+1",RRQ,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0",11
Estrella,Sova,"0.78
0.71
0.84","123
118
130","10
5
5","

17
8
9

","6
2
4","-7
-3
-4","80
75
84","26%
28%
25%","1
1
0","2
0
2","-1
+1
-2",RRQ,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0",11
Lmemore,Killjoy,"0.69
0.71
0.68","210
221
201","16
9
7","

21
9
12

","5
1
4","-5
0
-5","137
146
128","29%
30%
27%","2
1
1","8
4
4","-6
-3
-3",RRQ,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0",11
JitBoyS,Viper,"1.04
1.35
0.63","266
302
219","20
13
7","

17
9
8

","3
2
1","+3
+4
-1","170
200
131","48%
61%
32%","0
0
0","1
0
1","-1
0
-1",TLN,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0",12
ban,Yoru,"0.91
0.70
1.20","228
162
316","16
6
10","

18
11
7

","4
3
1","-2
-5
+3","137
94
195","28%
33%
24%","5
3
2","4
2
2","+1
+1
0",TLN,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0",12
Governor,Neon,"0.87
0.49
1.38","190
121
282","13
4
9","

16
10
6

","4
2
2","-3
-6
+3","121
87
167","18%
21%
17%","1
0
1","6
5
1","-5
-5
0",TLN,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0",12
lenne,Sova,"0.48
0.39
0.60","128
120
139","8
4
4","

20
12
8

","6
4
2","-12
-8
-4","89
78
104","41%
29%
50%","0
0
0","1
1
0","-1
-1
0",TLN,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0",12
Crws,Harbor,"0.37
0.21
0.59","75
69
85","5
3
2","

18
11
7

","4
2
2","-13
-8
-5","55
40
75","28%
33%
25%","0
0
0","3
1
2","-3
-1
-2",TLN,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0",12
BORKUM,Viper,"1.56
1.02
1.97","308
164
416","24
5
19","

13
5
8

","12
5
7","+11
0
+11","188
127
235","31%
33%
30%","5
1
4","2
2
0","+3
-1
+4",TS,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1",12
Jremy,Jett,"1.29
1.02
1.49","227
230
225","18
7
11","

12
8
4

","2
1
1","+6
-1
+7","159
134
178","30%
26%
32%","4
3
1","0
0
0","+4
+3
+1",TS,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1",12
invy,Kayo,"1.27
1.23
1.31","236
247
230","19
9
10","

13
6
7

","12
4
8","+6
+3
+3","159
164
155","22%
13%
32%","4
1
3","1
0
1","+3
+1
+2",TS,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1",12
JessieVash,Sova,"1.15
0.98
1.27","201
207
198","14
8
6","

12
7
5

","12
3
9","+2
+1
+1","125
114
133","26%
33%
22%","1
1
0","1
0
1","0
+1
-1",TS,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1",12
NDG,Cypher,"1.09
1.17
1.02","185
248
138","14
8
6","

12
6
6

","6
3
3","+2
+2
0","130
188
86","28%
35%
19%","1
0
1","2
1
1","-1
-1
0",TS,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1",12
JitBoyS,Killjoy,"1.01
1.39
0.44","220
283
127","17
13
4","

16
8
8

","1
1
0","+1
+5
-4","156
211
73","31%
40%
17%","2
1
1","3
2
1","-1
-1
0",TLN,Ascent,2,2967342,Group Stage,Decider (B),Team Secret,"1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0",12
lenne,Sova,"0.83
1.06
0.48","180
185
172","12
8
4","

15
7
8

","3
1
2","-3
+1
-4","121
124
116","12%
10%
14%","1
0
1","2
0
2","-1
0
-1",TLN,Ascent,2,2967342,Group Stage,Decider (B),Team Secret,"1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0",12
ban,Kayo,"0.76
0.81
0.68","175
171
183","10
6
4","

17
10
7

","7
5
2","-7
-4
-3","123
115
135","16%
16%
16%","2
2
0","2
2
0","0
0
0",TLN,Ascent,2,2967342,Group Stage,Decider (B),Team Secret,"1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0",12
Governor,Jett,"0.71
0.73
0.68","188
195
179","11
7
4","

17
10
7

","5
2
3","-6
-3
-3","127
125
128","12%
10%
14%","2
2
0","5
3
2","-3
-1
-2",TLN,Ascent,2,2967342,Group Stage,Decider (B),Team Secret,"1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0",12
Crws,Omen,"0.64
0.89
0.25","120
128
108","9
6
3","

15
7
8

","6
5
1","-6
-1
-5","76
71
84","31%
27%
36%","1
0
1","0
0
0","+1
0
+1",TLN,Ascent,2,2967342,Group Stage,Decider (B),Team Secret,"1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0",12
invy,Kayo,"1.71
2.18
1.39","315
382
271","28
14
14","

11
3
8

","3
1
2","+17
+11
+6","221
250
203","31%
24%
38%","1
0
1","0
0
0","+1
0
+1",TS,Ascent,2,2967342,Group Stage,Decider (B),Team Secret,"0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1",12
BORKUM,Omen,"1.28
1.51
1.13","158
196
135","10
5
5","

12
5
7

","23
10
13","-2
0
-2","101
108
97","15%
18%
13%","0
0
0","0
0
0","0
0
0",TS,Ascent,2,2967342,Group Stage,Decider (B),Team Secret,"0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1",12
NDG,Killjoy,"1.16
0.75
1.44","222
162
263","13
3
10","

12
5
7

","10
6
4","+1
-2
+3","170
132
196","13%
17%
11%","1
0
1","1
1
0","0
-1
+1",TS,Ascent,2,2967342,Group Stage,Decider (B),Team Secret,"0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1",12
JessieVash,Sova,"1.10
1.76
0.66","185
204
174","13
6
7","

11
1
10

","7
5
2","+2
+5
-3","125
141
115","20%
30%
13%","4
1
3","3
0
3","+1
+1
0",TS,Ascent,2,2967342,Group Stage,Decider (B),Team Secret,"0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1",12
Jremy,Jett,"1.08
1.54
0.78","213
307
151","16
10
6","

13
5
8

","3
1
2","+3
+5
-2","118
158
92","35%
50%
24%","6
4
2","4
2
2","+2
+2
0",TS,Ascent,2,2967342,Group Stage,Decider (B),Team Secret,"0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1",12
Dep,Raze,"1.57
1.53
1.59","350
354
348","27
12
15","

10
6
4

","2
0
2","+17
+6
+11","219
239
203","31%
41%
21%","7
2
5","2
2
0","+5
0
+5",ZETA,Bind,1,2967391,Group Stage,Decider (A),ZETA DIVISION,"1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1",13
yuran,Viper,"1.36
1.40
1.33","221
240
207","17
8
9","

9
5
4

","4
3
1","+8
+3
+5","134
148
124","33%
26%
38%","2
1
1","1
0
1","+1
+1
0",ZETA,Bind,1,2967391,Group Stage,Decider (A),ZETA DIVISION,"1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1",13
Laz,Cypher,"1.29
1.51
1.13","190
259
140","16
10
6","

8
3
5

","7
3
4","+8
+7
+1","126
160
100","29%
27%
30%","1
1
0","1
0
1","0
+1
-1",ZETA,Bind,1,2967391,Group Stage,Decider (A),ZETA DIVISION,"1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1",13
hiroronn,Skye,"1.17
0.82
1.44","207
98
289","17
3
14","

10
5
5

","3
3
0","+7
-2
+9","125
62
173","39%
60%
35%","1
0
1","1
1
0","0
-1
+1",ZETA,Bind,1,2967391,Group Stage,Decider (A),ZETA DIVISION,"1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1",13
SugarZ3ro,Brimstone,"0.73
0.67
0.77","104
84
120","7
2
5","

13
6
7

","9
5
4","-6
-4
-2","79
63
92","22%
18%
25%","1
0
1","4
2
2","-3
-2
-1",ZETA,Bind,1,2967391,Group Stage,Decider (A),ZETA DIVISION,"1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1",13
blaZek1ng,Gekko,"0.90
0.75
1.09","149
122
186","9
4
5","

14
8
6

","4
1
3","-5
-4
-1","105
86
130","26%
22%
28%","2
1
1","1
0
1","+1
+1
0",GE,Bind,1,2967391,Group Stage,Decider (A),ZETA DIVISION,"0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0",13
Polvi,Raze,"0.81
0.79
0.84","186
187
185","11
6
5","

18
11
7

","2
2
0","-7
-5
-2","124
127
121","12%
12%
13%","6
3
3","6
4
2","0
-1
+1",GE,Bind,1,2967391,Group Stage,Decider (A),ZETA DIVISION,"0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0",13
Lightningfast,Viper,"0.80
1.01
0.52","197
255
120","13
10
3","

19
11
8

","6
3
3","-6
-1
-5","143
184
88","44%
46%
41%","0
0
0","1
1
0","-1
-1
0",GE,Bind,1,2967391,Group Stage,Decider (A),ZETA DIVISION,"0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0",13
Russ,Kayo,"0.68
0.62
0.76","137
85
208","10
3
7","

17
10
7

","6
4
2","-7
-7
0","76
49
114","38%
57%
32%","1
0
1","2
1
1","-1
-1
0",GE,Bind,1,2967391,Group Stage,Decider (A),ZETA DIVISION,"0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0",13
Benkai,Cypher,"0.60
0.52
0.70","87
79
99","7
3
4","

16
10
6

","2
2
0","-9
-7
-2","59
66
49","16%
18%
14%","0
0
0","2
2
0","-2
-2
0",GE,Bind,1,2967391,Group Stage,Decider (A),ZETA DIVISION,"0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0",13
Laz,Killjoy,"1.40
1.19
2.01","252
207
390","16
10
6","

7
5
2

","1
1
0","+9
+5
+4","157
123
259","25%
26%
24%","2
1
1","1
0
1","+1
+1
0",ZETA,Lotus,2,2967392,Group Stage,Decider (A),ZETA DIVISION,"1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1",13
hiroronn,Fade,"1.33
1.18
1.79","141
127
183","9
6
3","

5
5
0

","4
3
1","+4
+1
+3","101
96
114","33%
27%
50%","2
2
0","1
1
0","+1
+1
0",ZETA,Lotus,2,2967392,Group Stage,Decider (A),ZETA DIVISION,"1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1",13
Dep,Raze,"1.31
1.58
0.51","327
413
73","19
18
1","

12
9
3

","4
1
3","+7
+9
-2","216
262
77","18%
19%
13%","6
6
0","1
1
0","+5
+5
0",ZETA,Lotus,2,2967392,Group Stage,Decider (A),ZETA DIVISION,"1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1",13
yuran,Viper,"1.22
0.87
2.27","274
223
428","15
9
6","

10
9
1

","3
3
0","+5
0
+5","185
153
283","39%
46%
29%","3
1
2","0
0
0","+3
+1
+2",ZETA,Lotus,2,2967392,Group Stage,Decider (A),ZETA DIVISION,"1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1",13
SugarZ3ro,Omen,"1.21
1.10
1.55","118
89
206","9
5
4","

6
4
2

","9
6
3","+3
+1
+2","85
70
131","35%
40%
30%","0
0
0","0
0
0","0
0
0",ZETA,Lotus,2,2967392,Group Stage,Decider (A),ZETA DIVISION,"1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1",13
Benkai,Cypher,"0.93
0.94
0.93","238
287
222","11
3
8","

13
4
9

","3
1
2","-2
-1
-1","147
199
130","26%
29%
23%","0
0
0","4
0
4","-4
0
-4",GE,Lotus,2,2967392,Group Stage,Decider (A),ZETA DIVISION,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0",13
blaZek1ng,Fade,"0.84
0.80
0.85","152
184
142","8
2
6","

12
4
8

","2
1
1","-4
-2
-2","124
160
112","43%
31%
53%","0
0
0","2
0
2","-2
0
-2",GE,Lotus,2,2967392,Group Stage,Decider (A),ZETA DIVISION,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0",13
Russ,Gekko,"0.68
0.39
0.78","176
210
166","10
3
7","

15
4
11

","3
0
3","-5
-1
-4","108
129
101","36%
50%
32%","1
1
0","3
2
1","-2
-1
-1",GE,Lotus,2,2967392,Group Stage,Decider (A),ZETA DIVISION,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0",13
Lightningfast,Omen,"0.59
0.02
0.83","97
0
129","5
0
5","

13
4
9

","4
0
4","-8
-4
-4","55
0
74","22%
 
22%","1
0
1","1
0
1","0
0
0",GE,Lotus,2,2967392,Group Stage,Decider (A),ZETA DIVISION,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0",13
Polvi,Raze,"0.41
0.02
0.60","135
23
173","6
0
6","

15
4
11

","3
1
2","-9
-4
-5","90
23
112","25%
0%
29%","1
0
1","3
1
2","-2
-1
-1",GE,Lotus,2,2967392,Group Stage,Decider (A),ZETA DIVISION,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0",13
Jremy,Jett,"1.51
1.38
1.57","327
235
374","22
5
17","

12
3
9

","5
1
4","+10
+2
+8","196
157
215","29%
29%
30%","7
1
6","2
2
0","+5
-1
+6",TS,Breeze,1,2972541,Play-Ins,Play-ins,Gen.G,"0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1",14
invy,Kayo,"1.49
1.76
1.36","251
263
247","17
7
10","

7
2
5

","6
2
4","+10
+5
+5","170
189
161","35%
43%
31%","3
1
2","1
0
1","+2
+1
+1",TS,Breeze,1,2972541,Play-Ins,Play-ins,Gen.G,"0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1",14
JessieVash,Sova,"1.24
1.35
1.18","255
367
199","18
9
9","

11
4
7

","6
0
6","+7
+5
+2","178
238
148","45%
54%
38%","1
1
0","0
0
0","+1
+1
0",TS,Breeze,1,2972541,Play-Ins,Play-ins,Gen.G,"0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1",14
NDG,Cypher,"1.13
1.15
1.11","192
147
215","11
3
8","

9
2
7

","7
0
7","+2
+1
+1","129
86
150","13%
8%
14%","2
1
1","1
0
1","+1
+1
0",TS,Breeze,1,2972541,Play-Ins,Play-ins,Gen.G,"0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1",14
BORKUM,Viper,"1.00
0.96
1.03","140
148
137","9
3
6","

8
3
5

","6
1
5","+1
0
+1","82
86
80","13%
8%
15%","0
0
0","1
0
1","-1
0
-1",TS,Breeze,1,2972541,Play-Ins,Play-ins,Gen.G,"0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1",14
Munchkin,Viper,"0.97
1.15
0.60","185
214
128","12
10
2","

13
8
5

","4
1
3","-1
+2
-3","106
120
79","29%
33%
20%","0
0
0","1
1
0","-1
-1
0",GEN,Breeze,1,2972541,Play-Ins,Play-ins,Gen.G,"1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0",14
Karon,Astra,"0.71
0.65
0.83","177
142
249","10
5
5","

17
11
6

","7
6
1","-7
-6
-1","104
87
137","24%
25%
23%","3
1
2","1
1
0","+2
0
+2",GEN,Breeze,1,2972541,Play-Ins,Play-ins,Gen.G,"1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0",14
Lakia,Skye,"0.66
0.67
0.64","158
173
128","8
6
2","

15
10
5

","5
3
2","-7
-4
-3","109
112
103","38%
35%
44%","1
1
0","4
3
1","-3
-2
-1",GEN,Breeze,1,2972541,Play-Ins,Play-ins,Gen.G,"1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0",14
t3xture,Jett,"0.63
0.75
0.38","147
164
116","8
7
1","

16
10
6

","3
1
2","-8
-3
-5","100
100
99","50%
47%
57%","0
0
0","3
2
1","-3
-2
-1",GEN,Breeze,1,2972541,Play-Ins,Play-ins,Gen.G,"1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0",14
Meteor,Cypher,"0.63
0.63
0.65","145
147
143","9
5
4","

16
11
5

","1
1
0","-7
-6
-1","94
104
74","23%
33%
10%","1
1
0","4
2
2","-3
-1
-2",GEN,Breeze,1,2972541,Play-Ins,Play-ins,Gen.G,"1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0",14
invy,Viper,"1.26
1.47
0.99","231
230
233","18
10
8","

13
5
8

","6
3
3","+5
+5
0","164
154
176","38%
38%
38%","0
0
0","1
0
1","-1
0
-1",TS,Lotus,2,2972542,Play-Ins,Play-ins,Gen.G,"1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0",14
Jremy,Raze,"1.20
1.14
1.27","264
276
251","19
11
8","

16
9
7

","4
2
2","+3
+2
+1","169
173
165","22%
28%
14%","7
4
3","5
4
1","+2
0
+2",TS,Lotus,2,2972542,Play-Ins,Play-ins,Gen.G,"1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0",14
JessieVash,Skye,"1.01
1.05
0.97","213
185
247","16
8
8","

13
8
5

","10
6
4","+3
0
+3","141
119
168","22%
35%
17%","0
0
0","2
1
1","-2
-1
-1",TS,Lotus,2,2972542,Play-Ins,Play-ins,Gen.G,"1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0",14
NDG,Killjoy,"0.96
1.22
0.65","141
149
133","11
7
4","

12
4
8

","4
1
3","-1
+3
-4","106
107
105","23%
25%
20%","0
0
0","3
0
3","-3
0
-3",TS,Lotus,2,2972542,Play-Ins,Play-ins,Gen.G,"1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0",14
BORKUM,Omen,"0.72
1.03
0.35","136
198
62","10
10
0","

15
6
9

","8
6
2","-5
+4
-9","73
94
48","16%
29%
0%","3
2
1","1
1
0","+2
+1
+1",TS,Lotus,2,2972542,Play-Ins,Play-ins,Gen.G,"1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0",14
Meteor,Killjoy,"1.47
1.80
1.20","297
343
259","23
13
10","

13
5
8

","1
1
0","+10
+8
+2","192
230
161","29%
31%
27%","6
2
4","0
0
0","+6
+2
+4",GEN,Lotus,2,2972542,Play-Ins,Play-ins,Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1",14
t3xture,Raze,"0.96
1.64
0.39","223
398
78","16
14
2","

16
6
10

","2
0
2","0
+8
-8","155
268
60","35%
45%
18%","4
4
0","4
1
3","0
+3
-3",GEN,Lotus,2,2972542,Play-Ins,Play-ins,Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1",14
Munchkin,Viper,"0.89
1.18
0.65","149
125
170","11
5
6","

15
5
10

","8
3
5","-4
0
-4","101
69
128","18%
21%
17%","0
0
0","3
1
2","-3
-1
-2",GEN,Lotus,2,2972542,Play-Ins,Play-ins,Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1",14
Karon,Omen,"0.83
0.78
0.87","139
111
164","9
4
5","

15
6
9

","12
6
6","-6
-2
-4","87
73
99","48%
40%
53%","2
0
2","1
0
1","+1
0
+1",GEN,Lotus,2,2972542,Play-Ins,Play-ins,Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1",14
Lakia,Fade,"0.82
0.51
1.08","139
72
196","10
2
8","

15
7
8

","4
1
3","-5
-5
0","84
42
118","21%
0%
29%","0
0
0","2
2
0","-2
-2
0",GEN,Lotus,2,2972542,Play-Ins,Play-ins,Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1",14
BORKUM,Viper,"1.19
0.62
1.77","218
99
339","22
4
18","

20
11
9

","8
3
5","+2
-7
+9","154
93
216","23%
17%
26%","5
0
5","2
2
0","+3
-2
+5",TS,Icebox,3,2972543,Play-Ins,Play-ins,Gen.G,"0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0",14
invy,Sage,"1.12
1.04
1.21","228
203
254","24
11
13","

21
11
10

","8
2
6","+3
0
+3","156
150
162","37%
38%
36%","1
0
1","3
2
1","-2
-2
0",TS,Icebox,3,2972543,Play-Ins,Play-ins,Gen.G,"0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0",14
NDG,Killjoy,"1.10
1.04
1.15","216
207
225","23
11
12","

19
10
9

","2
0
2","+4
+1
+3","149
143
154","17%
21%
14%","1
0
1","3
1
2","-2
-1
-1",TS,Icebox,3,2972543,Play-Ins,Play-ins,Gen.G,"0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0",14
Jremy,Jett,"0.88
0.88
0.87","187
247
128","16
10
6","

23
16
7

","7
3
4","-7
-6
-1","130
165
96","23%
31%
15%","4
3
1","6
5
1","-2
-2
0",TS,Icebox,3,2972543,Play-Ins,Play-ins,Gen.G,"0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0",14
JessieVash,Sova,"0.74
0.28
1.20","120
39
202","9
0
9","

17
13
4

","9
2
7","-8
-13
+5","87
39
134","11%
0%
16%","2
0
2","1
1
0","+1
-1
+2",TS,Icebox,3,2972543,Play-Ins,Play-ins,Gen.G,"0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0",14
Munchkin,Kayo,"1.38
1.07
1.69","297
205
390","27
9
18","

18
10
8

","12
4
8","+9
-1
+10","193
134
252","22%
10%
33%","5
0
5","3
1
2","+2
-1
+3",GEN,Icebox,3,2972543,Play-Ins,Play-ins,Gen.G,"1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1",14
Karon,Viper,"1.20
1.10
1.29","239
315
164","23
15
8","

16
11
5

","8
1
7","+7
+4
+3","154
198
110","43%
56%
29%","4
3
1","0
0
0","+4
+3
+1",GEN,Icebox,3,2972543,Play-Ins,Play-ins,Gen.G,"1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1",14
