Player Name,Agent Name,R,ACS,K,D,K/D +/–,+/–,ADR,HS%,FK,FK/FD +/–,+/–,Team Name,Map Name,Map #,Unique Enum,Stage,Series,winner,rounds,Id
Medusa,Killjoy,"0.80
1.18
0.55","185
271
128","12
7
5","

14
5
9

","1
1
0","-2
+2
-4","128
184
91","32%
30%
36%","3
3
0","2
0
2","+1
+3
-2",DetonatioN FocusMe,Lotus,1,2967331,Group Stage,Elimination (B),Team Secret,"0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0",9
Anthem,Skye,"0.57
0.86
0.38","91
107
81","5
3
2","

16
5
11

","10
4
6","-11
-2
-9","78
102
61","29%
18%
40%","0
0
0","2
0
2","-2
0
-2",DetonatioN FocusMe,Lotus,1,2967331,Group Stage,Elimination (B),Team Secret,"0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0",9
Jremy,Raze,"1.31
1.11
1.62","237
198
296","19
9
10","

11
7
4

","2
2
0","+8
+2
+6","156
137
184","28%
30%
26%","5
3
2","4
3
1","+1
0
+1",Team Secret,Lotus,1,2967331,Group Stage,Elimination (B),Team Secret,"1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1",9
NDG,Killjoy,"1.24
1.74
0.47","253
337
128","19
16
3","

12
5
7

","5
1
4","+7
+11
-4","161
204
97","23%
28%
16%","2
2
0","1
0
1","+1
+2
-1",Team Secret,Lotus,1,2967331,Group Stage,Elimination (B),Team Secret,"1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1",9
BORKUM,Omen,"1.00
1.20
0.68","188
232
125","13
11
2","

12
6
6

","6
2
4","+1
+5
-4","121
154
71","32%
53%
7%","1
1
0","1
1
0","0
0
0",Team Secret,Lotus,1,2967331,Group Stage,Elimination (B),Team Secret,"1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1",9
JessieVash,Skye,"0.98
0.67
1.44","139
85
221","11
4
7","

12
8
4

","4
2
2","-1
-4
+3","93
48
161","31%
43%
27%","2
1
1","1
0
1","+1
+1
0",Team Secret,Lotus,1,2967331,Group Stage,Elimination (B),Team Secret,"1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1",9
invy,Viper,"0.93
0.97
0.87","174
162
193","12
7
5","

14
8
6

","6
4
2","-2
-1
-1","112
101
128","20%
17%
24%","1
1
0","2
0
2","-1
+1
-2",Team Secret,Lotus,1,2967331,Group Stage,Elimination (B),Team Secret,"1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1",9
SSeeS,Viper,"1.16
1.40
0.92","169
239
100","15
10
5","

14
7
7

","9
5
4","+1
+3
-2","109
153
65","27%
31%
18%","0
0
0","1
1
0","-1
-1
0",DetonatioN FocusMe,Breeze,2,2967332,Group Stage,Elimination (B),Team Secret,"1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
Meiy,Yoru,"1.12
0.87
1.37","244
193
297","21
8
13","

17
10
7

","3
0
3","+4
-2
+6","159
120
199","24%
18%
30%","4
3
1","2
2
0","+2
+1
+1",DetonatioN FocusMe,Breeze,2,2967332,Group Stage,Elimination (B),Team Secret,"1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
Medusa,Cypher,"0.98
0.78
1.18","187
126
250","15
5
10","

18
9
9

","6
1
5","-3
-4
+1","132
94
169","43%
36%
48%","4
2
2","2
0
2","+2
+2
0",DetonatioN FocusMe,Breeze,2,2967332,Group Stage,Elimination (B),Team Secret,"1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
Anthem,Sova,"0.80
0.84
0.75","165
168
162","13
7
6","

19
9
10

","12
5
7","-6
-2
-4","117
118
117","33%
25%
43%","3
1
2","2
0
2","+1
+1
0",DetonatioN FocusMe,Breeze,2,2967332,Group Stage,Elimination (B),Team Secret,"1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
neth,Harbor,"0.77
0.73
0.82","156
156
157","14
7
7","

17
9
8

","3
3
0","-3
-2
-1","97
100
93","29%
36%
24%","1
0
1","5
3
2","-4
-3
-1",DetonatioN FocusMe,Breeze,2,2967332,Group Stage,Elimination (B),Team Secret,"1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0",9
Jremy,Jett,"1.19
1.49
0.89","287
369
206","27
17
10","

18
9
9

","3
2
1","+9
+8
+1","180
237
123","30%
31%
27%","5
3
2","4
2
2","+1
+1
0",Team Secret,Breeze,2,2967332,Group Stage,Elimination (B),Team Secret,"0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
invy,Kayo,"1.11
1.31
0.92","189
198
181","15
7
8","

15
7
8

","10
7
3","0
0
0","124
136
112","22%
23%
22%","1
1
0","0
0
0","+1
+1
0",Team Secret,Breeze,2,2967332,Group Stage,Elimination (B),Team Secret,"0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
JessieVash,Sova,"1.03
0.94
1.11","169
140
200","14
5
9","

15
8
7

","7
5
2","-1
-3
+2","123
113
134","30%
20%
46%","0
0
0","1
1
0","-1
-1
0",Team Secret,Breeze,2,2967332,Group Stage,Elimination (B),Team Secret,"0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
BORKUM,Viper,"1.02
0.81
1.22","190
141
240","15
6
9","

16
8
8

","8
3
5","-1
-2
+1","140
115
166","28%
29%
27%","4
0
4","3
1
2","+1
-1
+2",Team Secret,Breeze,2,2967332,Group Stage,Elimination (B),Team Secret,"0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
NDG,Cypher,"0.90
0.62
1.18","153
131
177","14
6
8","

14
9
5

","4
0
4","0
-3
+3","109
95
124","35%
29%
41%","2
2
0","4
2
2","-2
0
-2",Team Secret,Breeze,2,2967332,Group Stage,Elimination (B),Team Secret,"0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1",9
stax,Breach,"1.28
1.31
1.24","242
228
259","22
11
11","

15
7
8

","7
4
3","+7
+4
+3","145
128
164","34%
29%
39%","2
1
1","1
1
0","+1
0
+1",DRX,Split,1,2967321,Group Stage,Winner's (B),DRX,"1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1",10
MaKo,Omen,"1.08
0.87
1.31","191
141
247","17
6
11","

14
7
7

","7
3
4","+3
-1
+4","133
97
172","33%
18%
48%","1
1
0","1
0
1","0
+1
-1",DRX,Split,1,2967321,Group Stage,Winner's (B),DRX,"1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1",10
Flashback,Cypher,"1.08
1.08
1.08","165
175
155","15
9
6","

13
6
7

","3
0
3","+2
+3
-1","137
155
117","47%
50%
43%","0
0
0","2
0
2","-2
0
-2",DRX,Split,1,2967321,Group Stage,Winner's (B),DRX,"1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1",10
Foxy9,Viper,"1.07
1.34
0.78","250
320
175","21
14
7","

17
8
9

","5
2
3","+4
+6
-2","145
190
96","27%
28%
25%","5
3
2","3
1
2","+2
+2
0",DRX,Split,1,2967321,Group Stage,Winner's (B),DRX,"1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1",10
BuZz,Raze,"0.92
1.07
0.75","198
223
171","14
9
5","

16
8
8

","9
3
6","-2
+1
-3","138
146
130","21%
23%
20%","4
3
1","4
2
2","0
+1
-1",DRX,Split,1,2967321,Group Stage,Winner's (B),DRX,"1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1",10
JitBoyS,Cypher,"1.39
1.40
1.38","282
278
286","26
12
14","

15
8
7

","4
3
1","+11
+4
+7","179
186
173","36%
33%
38%","1
1
0","1
1
0","0
0
0",Talon Esports,Split,1,2967321,Group Stage,Winner's (B),DRX,"0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0",10
Governor,Raze,"0.98
0.93
1.03","248
248
248","18
9
9","

20
10
10

","6
1
5","-2
-1
-1","171
180
163","13%
15%
11%","5
3
2","4
2
2","+1
+1
0",Talon Esports,Split,1,2967321,Group Stage,Winner's (B),DRX,"0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0",10
ban,Skye,"0.82
0.97
0.69","150
175
128","12
7
5","

17
9
8

","5
1
4","-5
-2
-3","95
115
77","24%
32%
17%","3
2
1","2
0
2","+1
+2
-1",Talon Esports,Split,1,2967321,Group Stage,Winner's (B),DRX,"0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0",10
Crws,Astra,"0.76
0.91
0.62","154
168
142","13
8
5","

17
8
9

","8
0
8","-4
0
-4","106
115
98","20%
23%
19%","1
0
1","3
1
2","-2
-1
-1",Talon Esports,Split,1,2967321,Group Stage,Winner's (B),DRX,"0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0",10
lenne,Sova,"0.49
0.48
0.50","104
100
110","6
4
2","

20
8
12

","6
1
5","-14
-4
-10","90
88
92","14%
13%
15%","1
1
0","2
0
2","-1
+1
-2",Talon Esports,Split,1,2967321,Group Stage,Winner's (B),DRX,"0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0",10
Foxy9,Kayo,"1.50
1.63
1.41","225
263
197","19
9
10","

9
4
5

","6
5
1","+10
+5
+5","137
149
128","47%
57%
41%","3
2
1","2
1
1","+1
+1
0",DRX,Ascent,2,2967322,Group Stage,Winner's (B),DRX,"1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1",10
BuZz,Jett,"1.36
1.19
1.48","294
256
323","21
9
12","

15
6
9

","4
1
3","+6
+3
+3","187
174
197","22%
24%
20%","7
4
3","0
0
0","+7
+4
+3",DRX,Ascent,2,2967322,Group Stage,Winner's (B),DRX,"1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1",10
MaKo,Omen,"1.25
1.54
1.03","159
167
153","10
5
5","

8
2
6

","14
9
5","+2
+3
-1","122
125
120","36%
47%
29%","1
0
1","0
0
0","+1
0
+1",DRX,Ascent,2,2967322,Group Stage,Winner's (B),DRX,"1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1",10
Flashback,Killjoy,"1.06
1.45
0.77","251
292
220","18
10
8","

16
5
11

","4
2
2","+2
+5
-3","171
187
159","35%
47%
29%","3
1
2","2
0
2","+1
+1
0",DRX,Ascent,2,2967322,Group Stage,Winner's (B),DRX,"1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1",10
stax,Sova,"0.82
1.11
0.60","86
96
79","7
3
4","

10
3
7

","6
5
1","-3
0
-3","67
82
55","30%
50%
17%","0
0
0","3
1
2","-3
-1
-2",DRX,Ascent,2,2967322,Group Stage,Winner's (B),DRX,"1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1",10
JitBoyS,Killjoy,"1.03
1.36
0.58","233
317
122","16
13
3","

17
9
8

","1
0
1","-1
+4
-5","147
189
91","55%
70%
31%","2
2
0","2
2
0","0
0
0",Talon Esports,Ascent,2,2967322,Group Stage,Winner's (B),DRX,"0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0",10
Crws,Omen,"0.90
0.88
0.92","151
119
195","11
5
6","

13
7
6

","5
3
2","-2
-2
0","100
87
117","23%
15%
30%","0
0
0","3
1
2","-3
-1
-2",Talon Esports,Ascent,2,2967322,Group Stage,Winner's (B),DRX,"0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0",10
ban,Kayo,"0.88
0.93
0.81","126
138
111","8
5
3","

12
6
6

","11
5
6","-4
-1
-3","75
81
66","43%
60%
27%","0
0
0","2
1
1","-2
-1
-1",Talon Esports,Ascent,2,2967322,Group Stage,Winner's (B),DRX,"0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0",10
lenne,Sova,"0.72
0.62
0.86","129
134
123","8
4
4","

16
9
7

","8
5
3","-8
-5
-3","90
101
76","22%
21%
25%","1
0
1","2
0
2","-1
0
-1",Talon Esports,Ascent,2,2967322,Group Stage,Winner's (B),DRX,"0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0",10
Governor,Jett,"0.67
0.99
0.25","175
219
116","15
11
4","

17
8
9

","1
0
1","-2
+3
-5","100
134
56","14%
21%
4%","4
3
1","5
3
2","-1
0
-1",Talon Esports,Ascent,2,2967322,Group Stage,Winner's (B),DRX,"0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0",10
Meteor,Killjoy,"1.27
0.98
1.71","246
241
254","18
10
8","

10
9
1

","6
2
4","+8
+1
+7","163
146
188","26%
38%
18%","2
1
1","1
1
0","+1
0
+1",Gen.G,Lotus,1,2967491,Group Stage,Decider (C),Gen.G,"1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",11
Karon,Omen,"1.22
0.73
1.96","206
171
260","15
7
8","

11
10
1

","7
3
4","+4
-3
+7","138
111
179","50%
53%
47%","2
0
2","3
3
0","-1
-3
+2",Gen.G,Lotus,1,2967491,Group Stage,Decider (C),Gen.G,"1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",11
t3xture,Raze,"1.16
0.64
1.95","222
185
278","18
8
10","

13
11
2

","1
0
1","+5
-3
+8","137
110
178","25%
20%
33%","4
1
3","2
2
0","+2
-1
+3",Gen.G,Lotus,1,2967491,Group Stage,Decider (C),Gen.G,"1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",11
Munchkin,Viper,"0.93
0.35
1.80","177
100
294","12
3
9","

13
10
3

","6
2
4","-1
-7
+6","118
76
181","13%
6%
17%","1
1
0","1
1
0","0
0
0",Gen.G,Lotus,1,2967491,Group Stage,Decider (C),Gen.G,"1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",11
Lakia,Fade,"0.88
0.75
1.07","171
158
193","12
7
5","

14
9
5

","4
1
3","-2
-2
0","113
111
117","29%
23%
38%","1
0
1","3
2
1","-2
-2
0",Gen.G,Lotus,1,2967491,Group Stage,Decider (C),Gen.G,"1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1",11
Jemkin,Raze,"1.10
0.51
1.49","258
201
297","17
5
12","

15
8
7

","5
1
4","+2
-3
+5","173
134
200","23%
9%
33%","5
0
5","0
0
0","+5
0
+5",Rex Regum Qeon,Lotus,1,2967491,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",11
fl1pzjder,Viper,"0.90
0.30
1.29","153
99
190","11
2
9","

12
10
2

","4
0
4","-1
-8
+7","89
66
104","26%
25%
26%","1
1
0","1
1
0","0
0
0",Rex Regum Qeon,Lotus,1,2967491,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",11
xffero,Omen,"0.87
0.35
1.22","157
82
209","12
2
10","

15
8
7

","7
2
5","-3
-6
+3","106
50
143","40%
25%
45%","0
0
0","2
1
1","-2
-1
-1",Rex Regum Qeon,Lotus,1,2967491,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",11
Estrella,Fade,"0.78
0.29
1.10","152
111
180","9
2
7","

17
9
8

","11
3
8","-8
-7
-1","94
71
110","24%
13%
30%","2
0
2","3
2
1","-1
-2
+1",Rex Regum Qeon,Lotus,1,2967491,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",11
Lmemore,Chamber,"0.78
0.07
1.25","172
54
253","12
1
11","

16
8
8

","2
0
2","-4
-7
+3","112
36
162","18%
20%
17%","2
0
2","4
3
1","-2
-3
+1",Rex Regum Qeon,Lotus,1,2967491,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0",11
t3xture,Jett,"1.26
1.25
1.28","266
243
288","23
10
13","

16
6
10

","0
0
0","+7
+4
+3","172
172
173","31%
44%
23%","4
3
1","2
1
1","+2
+2
0",Gen.G,Breeze,2,2967492,Group Stage,Decider (C),Gen.G,"0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0",11
Karon,Astra,"0.95
1.14
0.78","163
204
126","12
8
4","

16
8
8

","8
2
6","-4
0
-4","111
132
92","24%
19%
36%","2
0
2","1
1
0","+1
-1
+2",Gen.G,Breeze,2,2967492,Group Stage,Decider (C),Gen.G,"0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0",11
Meteor,Cypher,"0.94
1.10
0.80","197
233
164","17
9
8","

17
7
10

","2
2
0","0
+2
-2","127
157
98","23%
20%
28%","1
0
1","3
2
1","-2
-2
0",Gen.G,Breeze,2,2967492,Group Stage,Decider (C),Gen.G,"0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0",11
Lakia,Skye,"0.80
1.19
0.44","168
212
129","12
8
4","

16
6
10

","5
3
2","-4
+2
-6","130
160
103","38%
40%
37%","2
2
0","4
2
2","-2
0
-2",Gen.G,Breeze,2,2967492,Group Stage,Decider (C),Gen.G,"0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0",11
Munchkin,Viper,"0.78
0.98
0.59","148
171
128","11
7
4","

16
6
10

","9
2
7","-5
+1
-6","111
133
91","39%
47%
29%","1
0
1","3
0
3","-2
0
-2",Gen.G,Breeze,2,2967492,Group Stage,Decider (C),Gen.G,"0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0",11
xffero,Viper,"1.29
1.25
1.33","233
215
253","19
9
10","

13
6
7

","7
6
1","+6
+3
+3","156
139
174","49%
39%
60%","4
1
3","2
0
2","+2
+1
+1",Rex Regum Qeon,Breeze,2,2967492,Group Stage,Decider (C),Gen.G,"1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1",11
Jemkin,Jett,"1.27
1.52
1.00","253
291
213","22
14
8","

13
5
8

","3
1
2","+9
+9
0","160
171
148","33%
39%
25%","1
1
0","2
1
1","-1
0
-1",Rex Regum Qeon,Breeze,2,2967492,Group Stage,Decider (C),Gen.G,"1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1",11
Estrella,Sova,"1.08
1.20
0.96","216
215
219","17
9
8","

13
5
8

","2
0
2","+4
+4
0","138
128
149","27%
42%
13%","2
0
2","1
1
0","+1
-1
+2",Rex Regum Qeon,Breeze,2,2967492,Group Stage,Decider (C),Gen.G,"1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1",11
Lmemore,Cypher,"0.78
0.98
0.57","155
223
81","13
10
3","

18
9
9

","4
2
2","-5
+1
-6","105
144
63","35%
40%
27%","4
3
1","3
2
1","+1
+1
0",Rex Regum Qeon,Breeze,2,2967492,Group Stage,Decider (C),Gen.G,"1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1",11
fl1pzjder,Yoru,"0.67
0.92
0.41","111
139
81","10
7
3","

18
8
10

","5
3
2","-8
-1
-7","64
73
53","19%
17%
25%","2
2
0","2
1
1","0
+1
-1",Rex Regum Qeon,Breeze,2,2967492,Group Stage,Decider (C),Gen.G,"1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1",11
t3xture,Jett,"1.30
1.43
1.16","277
311
244","25
15
10","

16
8
8

","1
1
0","+9
+7
+2","171
188
154","24%
19%
40%","4
1
3","3
1
2","+1
0
+1",Gen.G,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1",11
Lakia,Gekko,"1.27
1.40
1.14","217
237
199","19
11
8","

14
6
8

","12
5
7","+5
+5
0","132
135
128","29%
23%
39%","4
3
1","0
0
0","+4
+3
+1",Gen.G,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1",11
Karon,Viper,"1.27
1.15
1.40","190
138
244","15
6
9","

14
5
9

","15
6
9","+1
+1
0","121
106
137","33%
33%
32%","3
1
2","1
0
1","+2
+1
+1",Gen.G,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1",11
Meteor,Killjoy,"1.03
0.78
1.29","226
196
256","20
10
10","

17
9
8

","3
0
3","+3
+1
+2","151
120
182","37%
50%
30%","2
1
1","2
1
1","0
0
0",Gen.G,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1",11
Munchkin,Kayo,"0.87
1.13
0.61","148
209
89","13
8
5","

16
7
9

","13
9
4","-3
+1
-4","88
138
38","13%
14%
10%","2
2
0","3
2
1","-1
0
-1",Gen.G,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1",11
Jemkin,Jett,"1.08
0.88
1.27","262
220
306","25
11
14","

19
9
10

","3
1
2","+6
+2
+4","158
135
182","36%
36%
36%","2
1
1","2
2
0","0
-1
+1",Rex Regum Qeon,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0",11
fl1pzjder,Gekko,"0.89
1.17
0.61","165
246
85","13
10
3","

17
8
9

","4
3
1","-4
+2
-6","110
163
58","19%
11%
44%","1
1
0","1
0
1","0
+1
-1",Rex Regum Qeon,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0",11
xffero,Viper,"0.79
0.97
0.60","161
181
143","13
7
6","

18
8
10

","7
6
1","-5
-1
-4","98
107
88","29%
32%
26%","3
1
2","2
1
1","+1
0
+1",Rex Regum Qeon,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0",11
Estrella,Sova,"0.78
0.71
0.84","123
118
130","10
5
5","

17
8
9

","6
2
4","-7
-3
-4","80
75
84","26%
28%
25%","1
1
0","2
0
2","-1
+1
-2",Rex Regum Qeon,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0",11
Lmemore,Killjoy,"0.69
0.71
0.68","210
221
201","16
9
7","

21
9
12

","5
1
4","-5
0
-5","137
146
128","29%
30%
27%","2
1
1","8
4
4","-6
-3
-3",Rex Regum Qeon,Icebox,3,2967493,Group Stage,Decider (C),Gen.G,"0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0",11
JitBoyS,Viper,"1.04
1.35
0.63","266
302
219","20
13
7","

17
9
8

","3
2
1","+3
+4
-1","170
200
131","48%
61%
32%","0
0
0","1
0
1","-1
0
-1",Talon Esports,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0",12
ban,Yoru,"0.91
0.70
1.20","228
162
316","16
6
10","

18
11
7

","4
3
1","-2
-5
+3","137
94
195","28%
33%
24%","5
3
2","4
2
2","+1
+1
0",Talon Esports,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0",12
Governor,Neon,"0.87
0.49
1.38","190
121
282","13
4
9","

16
10
6

","4
2
2","-3
-6
+3","121
87
167","18%
21%
17%","1
0
1","6
5
1","-5
-5
0",Talon Esports,Breeze,1,2967341,Group Stage,Decider (B),Team Secret,"0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0",12
